IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,FLOW_DURATION_MILLISECONDS,OUT_PKTS,OUT_BYTES,IN_PKTS,IN_BYTES,L7_PROTO,TCP_FLAGS,Attack
192.168.31.148,50023,114.55.178.236,31854,6,33,2,134,1,68,MQTT,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.200.0.115,443,192.168.31.148,49550,6,1,1,151,1,66,TLS,16,Benign
192.168.31.148,22,192.168.31.80,56765,6,4745,10,1116,12,1220,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1782,4,396,4,384,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1775,6,610,6,608,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1,1,138,1,54,SSH,16,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2486,7,748,7,670,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,49,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1780,4,396,4,384,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,269,2,171,1,105,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1772,3,298,3,330,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2714,15,2270,22,2692,SSH,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2345,6,594,6,600,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1781,4,396,4,384,SSH,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2739,6,610,6,616,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1780,3,298,3,330,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1774,3,298,3,330,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3606,7,726,7,762,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2069,7,748,5,630,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,59,2,206,1,146,SSH,24,Benign
192.168.31.148,5353,224.0.0.251,5353,17,0,1,87,0,0,MDNS,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3553,9,1032,7,762,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,5353,ff02::fb,5353,17,0,1,107,0,0,MDNS,0,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2495,6,650,6,616,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1786,3,298,3,330,SSH,24,Benign
20.42.73.28,443,192.168.31.148,53432,6,0,1,60,0,0,TLS,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.148,52754,114.114.114.114,53,17,38,1,103,1,229,DNS.Microsoft365,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1783,4,396,4,384,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,81,3,298,2,230,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1777,3,306,3,338,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,47666,8.8.8.8,53,6,94,5,448,5,700,DNS.Canonical,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,2805,9,4018,9,1078,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,2905,17,2206,12,1872,SSH,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2744,5,520,5,570,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1776,4,396,4,384,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47666,6,46,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,1777,4,396,4,384,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2660,6,610,6,624,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,756,7,884,7,966,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
192.168.31.148,50023,114.55.178.236,31854,6,33,2,134,1,68,MQTT,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2649,142,466186,148,599424,SSH,24,Benign
192.168.31.148,53284,114.114.114.114,53,17,38,1,103,1,210,DNS.Microsoft365,0,Benign
192.168.31.148,34810,114.114.114.114,53,17,39,1,113,1,190,DNS.Azure,0,Benign
192.168.31.148,47670,8.8.8.8,53,6,97,7,648,7,992,DNS.Microsoft365,26,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,57126,20.189.173.1,443,6,1387,11,6534,9,5652,TLS,27,Benign
192.168.31.148,49550,192.200.0.115,443,6,218,1,66,1,66,TLS,16,Benign
192.168.31.148,22,192.168.31.80,56765,6,14715,119,45794,131,41370,SSH,24,Benign
192.168.31.148,58204,114.114.114.114,53,17,39,1,103,1,226,DNS.Microsoft365,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
8.8.8.8,53,192.168.31.148,47670,6,48,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,3260,33,10942,38,11584,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1769,4,396,4,392,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1767,3,298,3,330,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1774,4,396,4,384,SSH,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2716,6,618,6,616,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2532,22,4790,36,34276,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2568,5,510,6,692,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2650,5,520,5,562,SSH,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2703,6,728,8,1368,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,2073,7,754,7,670,SSH,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,50724,114.114.114.114,53,17,44,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,49650,52.182.143.214,443,6,1200,11,6743,8,5588,TLS,27,Benign
192.168.31.148,50942,114.114.114.114,53,17,37,1,100,1,184,DNS.Canonical,0,Benign
192.168.31.148,35646,114.114.114.114,53,17,37,1,85,1,101,DNS.Github,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.148,53973,114.114.114.114,53,17,37,1,105,1,170,DNS,0,Benign
192.168.31.148,55043,114.114.114.114,53,17,39,1,100,1,116,DNS.Github,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,56864,114.114.114.114,53,17,37,1,85,1,172,DNS.Github,0,Benign
192.168.31.148,39485,114.114.114.114,53,17,36,1,105,1,154,DNS,0,Benign
192.168.31.148,47684,8.8.8.8,53,6,1944,32,2939,24,3480,DNS.Github,26,Benign
192.168.31.148,39036,114.114.114.114,53,17,39,1,85,1,172,DNS.Github,0,Benign
192.168.31.148,40466,114.114.114.114,53,17,36,1,106,1,191,DNS.Github,0,Benign
192.168.31.148,55485,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,57130,20.205.243.168,443,6,1443,14,4811,12,7366,TLS,26,Benign
192.168.31.148,43917,114.114.114.114,53,17,36,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,57116,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,54804,140.82.114.21,443,6,1203,13,4773,11,7359,TLS,26,Benign
192.168.31.148,54798,140.82.114.21,443,6,2282,29,6597,32,41720,TLS,26,Benign
192.168.31.148,56354,13.70.79.200,443,6,982,14,6149,11,5698,TLS,26,Benign
192.168.31.148,47684,8.8.8.8,53,6,313,13,1315,8,1975,DNS.Microsoft365,24,Benign
192.168.31.148,48983,114.114.114.114,53,17,37,1,103,1,233,DNS.Microsoft365,0,Benign
192.168.31.148,34536,114.114.114.114,53,17,39,1,116,1,193,DNS.Azure,0,Benign
192.168.31.148,58130,4.249.131.160,443,6,1168,14,3135,11,8390,TLS,26,Benign
192.168.31.148,58450,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,56490,114.114.114.114,53,17,38,1,103,1,213,DNS.Microsoft365,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,8218,122,67292,150,54700,SSH,24,Benign
192.168.31.148,57128,20.205.243.168,443,6,1487,14,4792,12,7416,TLS,26,Benign
192.168.31.148,54800,140.82.114.21,443,6,1238,13,4773,11,7359,TLS,26,Benign
192.168.31.148,54798,140.82.114.21,443,6,1036,55,145058,64,4608,TLS,24,Benign
192.168.31.148,50138,114.114.114.114,53,17,37,1,112,1,285,DNS.Azure,0,Benign
192.168.31.148,35345,114.114.114.114,53,17,36,1,112,1,297,DNS.Azure,0,Benign
8.8.8.8,53,192.168.31.148,47684,6,47,2,132,1,66,DNS,17,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.148,52603,114.114.114.114,53,17,37,1,116,1,132,DNS.Azure,0,Benign
192.168.31.148,47706,8.8.8.8,53,6,97,5,467,4,529,DNS.Microsoft365,26,Benign
192.168.31.148,47297,114.114.114.114,53,17,36,1,116,1,193,DNS.Azure,0,Benign
192.168.31.148,54470,20.189.172.73,443,6,1232,11,3803,8,5520,TLS,27,Benign
192.168.31.148,58794,52.182.141.63,443,6,1453,16,19933,14,5986,TLS,27,Benign
192.168.31.148,47710,8.8.8.8,53,6,96,5,457,4,577,DNS,26,Benign
192.168.31.148,53627,114.114.114.114,53,17,36,1,100,1,187,DNS.Github,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,8962,139,46202,157,64026,SSH,24,Benign
192.168.31.148,54816,140.82.114.21,443,6,1356,14,10281,12,7520,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,347,2,198,2,200,SSH,24,Benign
140.82.114.21,443,192.168.31.148,54798,6,5328,204,274466,168,167262,TLS,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,482,14,36117,13,983,TLS,24,Benign
8.8.8.8,53,192.168.31.148,47710,6,47,2,132,1,66,DNS,17,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.148,54802,140.82.114.21,443,6,1224,13,4773,11,7358,TLS,26,Benign
192.168.31.148,47716,8.8.8.8,53,6,96,5,457,5,643,DNS.Github,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,3013,23,5042,38,37192,SSH,24,Benign
192.168.31.148,39737,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,54822,140.82.114.21,443,6,1723,30,55236,40,9368,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,2041,5,534,6,600,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47706,6,47,2,132,1,66,DNS,17,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.148,53117,114.114.114.114,53,17,37,1,100,1,148,DNS.Canonical,0,Benign
192.168.31.148,60552,185.125.190.100,80,6,658,5,425,4,457,HTTP.Canonical,27,Benign
192.168.31.148,56354,13.70.79.200,443,6,360,7,17039,7,561,TLS,24,Benign
140.82.114.21,443,192.168.31.148,54798,6,4441,149,270193,74,12758,TLS,24,Benign
192.168.31.148,47720,8.8.8.8,53,6,97,5,457,4,577,DNS,26,Benign
192.168.31.148,22,192.168.31.80,56765,6,4648,38,8992,29,6980,SSH,24,Benign
192.168.31.148,54800,140.82.114.21,443,6,1252,13,8859,16,3949,TLS,24,Benign
192.168.31.148,54826,140.82.114.21,443,6,1322,18,14536,16,7786,TLS,31,Benign
20.205.243.168,443,192.168.31.148,57128,6,2,1,105,2,132,TLS,20,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1989,5,534,5,446,SSH,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.148,56354,13.70.79.200,443,6,174,3,3910,2,231,TLS,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
20.205.243.168,443,192.168.31.148,57130,6,96,3,261,4,240,TLS,29,Benign
192.168.31.148,47724,8.8.8.8,53,6,96,5,457,4,577,DNS,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,3464,43,8232,42,7440,SSH,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,172,3,5137,3,297,TLS,24,Benign
8.8.8.8,53,192.168.31.148,47724,6,47,2,132,1,66,DNS,17,Benign
192.168.31.148,48037,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
8.8.8.8,53,192.168.31.148,47716,6,48,2,132,1,66,DNS,17,Benign
8.8.8.8,53,192.168.31.148,47720,6,48,2,132,1,66,DNS,17,Benign
192.168.31.148,54798,140.82.114.21,443,6,1209,10,7763,12,2914,TLS,24,Benign
192.168.31.148,44309,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,56354,13.70.79.200,443,6,347,6,11424,6,530,TLS,24,Benign
192.168.31.148,47728,8.8.8.8,53,6,94,5,457,4,509,DNS,26,Benign
192.168.31.148,60507,114.114.114.114,53,17,39,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,54800,140.82.114.21,443,6,1425,64,169067,78,5580,TLS,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,181,5,9035,4,363,TLS,24,Benign
192.168.31.148,54798,140.82.114.21,443,6,2380,18,11999,22,5696,TLS,24,Benign
8.8.8.8,53,192.168.31.148,47728,6,47,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,9769,72,13612,99,49550,SSH,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,235,3,3907,3,297,TLS,24,Benign
140.82.114.21,443,192.168.31.148,54800,6,4352,136,275868,121,8541,TLS,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,2284,43,10522,38,8554,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
192.168.31.148,54637,114.114.114.114,53,17,39,1,100,1,116,DNS.Github,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,43,1,138,1,54,SSH,16,Benign
192.168.31.148,54798,140.82.114.21,443,6,1306,73,175918,65,4770,TLS,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,344,7,15891,6,495,TLS,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,54798,140.82.114.21,443,6,257,2,171,1,105,TLS,24,Benign
192.168.31.148,40938,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,58130,4.249.131.160,443,6,248,2,171,2,171,TLS,24,Benign
192.168.31.148,54830,140.82.114.21,443,6,1835,32,61062,46,9765,TLS,31,Benign
192.168.31.148,47732,8.8.8.8,53,6,96,5,457,4,558,DNS,26,Benign
192.168.31.148,54838,140.82.114.21,443,6,1346,29,65189,42,8897,TLS,26,Benign
192.168.31.148,36209,114.114.114.114,53,17,39,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,47732,8.8.8.8,53,6,52,4,371,2,418,DNS.Github,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2608,7,748,7,670,SSH,24,Benign
192.168.31.148,54800,140.82.114.21,443,6,1108,6,845,4,1853,TLS,24,Benign
8.8.8.8,53,192.168.31.148,47732,6,48,2,132,1,66,DNS,17,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,54840,140.82.114.21,443,6,1518,16,17034,15,7720,TLS,31,Benign
192.200.0.115,443,192.168.31.148,49550,6,207,2,217,2,199,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3820,26,3480,34,4884,SSH,24,Benign
192.168.31.148,54804,140.82.114.21,443,6,974,2,171,2,171,TLS,24,Benign
192.168.31.148,54802,140.82.114.21,443,6,274,2,171,2,171,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,6781,89,13438,100,49320,SSH,24,Benign
192.168.31.148,55509,114.114.114.114,53,17,39,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,47738,8.8.8.8,53,6,205,9,828,6,1014,DNS,26,Benign
192.168.31.148,54869,114.114.114.114,53,17,40,1,100,1,187,DNS.Github,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1020,16,2346,13,2386,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47738,6,47,2,132,1,66,DNS,17,Benign
192.168.31.148,54846,140.82.114.21,443,6,1859,29,53251,40,9368,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,2066,9,868,6,792,SSH,24,Benign
192.168.31.148,56354,13.70.79.200,443,6,171,2,171,1,105,TLS,24,Benign
140.82.114.21,443,192.168.31.148,54798,6,21153,269,510954,195,13642,TLS,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.148,22,192.168.31.80,56765,6,3063,22,32840,17,1740,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3797,8,896,8,832,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,54834,140.82.114.21,443,6,1347,16,12920,15,7720,TLS,31,Benign
140.82.114.21,443,192.168.31.148,54838,6,269,4,869,5,378,TLS,29,Benign
192.168.31.148,56354,13.70.79.200,443,6,394,9,21562,9,693,TLS,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.148,52906,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1787,4,396,4,384,SSH,24,Benign
192.168.31.148,47744,8.8.8.8,53,6,124,9,828,7,1080,DNS,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,1781,4,396,4,384,SSH,24,Benign
192.168.31.148,54852,140.82.114.21,443,6,1007,14,7918,10,7394,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,2646,5,520,5,562,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1777,3,298,3,330,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2766,9,986,9,1146,SSH,24,Benign
192.168.31.148,54850,140.82.114.21,443,6,1238,16,10701,14,7652,TLS,31,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,37749,114.114.114.114,53,17,39,1,100,1,187,DNS.Github,0,Benign
8.8.8.8,53,192.168.31.148,47744,6,47,2,132,1,66,DNS,17,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.148,54844,140.82.114.21,443,6,1226,15,9569,14,7652,TLS,31,Benign
192.168.31.148,54798,140.82.114.21,443,6,254,2,171,2,171,TLS,24,Benign
192.168.31.148,41442,114.114.114.114,53,17,38,1,103,1,229,DNS.Microsoft365,0,Benign
192.168.31.148,42033,114.114.114.114,53,17,39,1,103,1,222,DNS.Microsoft365,0,Benign
192.168.31.148,47754,8.8.8.8,53,6,95,7,660,6,956,DNS.Microsoft365,26,Benign
192.168.31.148,54804,140.82.114.21,443,6,747,6,411,4,366,TLS,29,Benign
192.168.31.80,56765,192.168.31.148,22,6,7747,86,15580,94,18036,SSH,24,Benign
192.168.31.148,54800,140.82.114.21,443,6,755,5,345,4,327,TLS,29,Benign
192.168.31.148,54798,140.82.114.21,443,6,251,3,174,2,156,TLS,29,Benign
192.168.31.148,56354,13.70.79.200,443,6,173,2,171,1,105,TLS,24,Benign
192.168.31.148,58130,4.249.131.160,443,6,906,6,411,4,366,TLS,29,Benign
192.200.0.115,443,192.168.31.148,49550,6,41,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,12302,151,18172,146,22008,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47754,6,47,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,3708,32,3724,29,3866,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,49550,192.200.0.115,443,6,217,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,13198,122,14664,116,16820,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2852,19,2566,19,2706,SSH,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,47505,114.114.114.114,53,17,38,1,125,1,214,DNS.Azure,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,54802,140.82.114.21,443,6,912,6,411,4,366,TLS,29,Benign
192.168.31.148,33418,114.114.114.114,53,17,37,1,100,1,116,DNS.Github,0,Benign
192.168.31.148,45245,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,38404,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,47758,8.8.8.8,53,6,115,9,816,7,920,DNS.Github,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,9420,149,53794,161,98774,SSH,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.148,57822,140.82.113.22,443,6,1114,13,4799,11,7363,TLS,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,4252,24,3364,25,3190,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2884,10,1062,8,924,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
192.168.31.148,56354,13.70.79.200,443,6,170,2,171,1,105,TLS,24,Benign
192.168.31.101,44086,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,43800,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44088,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,43795,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44241,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,43796,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44089,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44384,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44097,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44385,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44386,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44103,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44389,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44395,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44108,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44114,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44498,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44119,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44407,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
192.168.31.101,44122,192.168.31.148,80,6,0,1,60,0,0,HTTP,0,Dos_TCP_Flood
